latitude,longitude,business_name,street_address,zip,NAICS_2017_6digit_code,NAICS_2017_6digit_desc,NAICS_2017_2digit_code,NAICS_2017_2digit_desc,estimated_employment,employment_buckets,mainstreet,geometry,district,index_right,DISTRICT
42.333447,-71.105691,y tea house corp,754 Huntington Ave,2115,445230,Fruit and Vegetable Markets,44,Retail Trade,2.0,1 to 9,Mission Hill,POINT (-71.105691 42.333447),,3,8
42.333908,-71.109673,wwj jr inc,25 Mission Park Dr,2115,0,,99,Undefined,0.0,Not Available,Mission Hill,POINT (-71.109673 42.333908),,3,8
42.33617,-71.107132,women's & perinatal pathology,75 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,6.0,1 to 9,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.333651,-71.103737,western union agent location,1630 Tremont St,2120,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",52,Finance and Insurance,2.0,1 to 9,Mission Hill,POINT (-71.103737 42.333651),,3,8
42.334142,-71.104168,western union agent location,722 Huntington Ave,2115,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",52,Finance and Insurance,2.0,1 to 9,Mission Hill,POINT (-71.104168 42.334142),,3,8
42.334908,-71.103841,warren anatomical museum,10 Shattuck St,2115,712110,Museums,71,"Arts, Entertainment, and Recreation",3.0,1 to 9,Mission Hill,POINT (-71.103841 42.334908),,3,8
42.333651,-71.103737,walgreens,1630 Tremont St,2120,446110,Pharmacies and Drug Stores,44,Retail Trade,20.0,10 to 24,Mission Hill,POINT (-71.103737 42.333651),,3,8
42.333447,-71.105691,vyntage sound,754 Huntington Ave,2115,0,,99,Undefined,0.0,Not Available,Mission Hill,POINT (-71.105691 42.333447),,3,8
42.337074,-71.10408,veritas forum,260 Longwood Ave,2115,0,,99,Undefined,0.0,Not Available,Mission Hill,POINT (-71.10408 42.337074),,3,8
42.334406,-71.10544,vera home improvement llc,10 Francis St,2115,236118,Residential Remodelers,23,Construction,3.0,1 to 9,Mission Hill,POINT (-71.10544 42.334406),,3,8
42.33617,-71.107132,"venkatachalam, veena",75 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,3.0,1 to 9,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.333206,-71.101944,usps,1575 Tremont St,2120,491110,Postal Service,49,Transportation and Warehosuing,4.0,1 to 9,Mission Hill,POINT (-71.101944 42.333206),,3,8
42.33617,-71.107132,urology consultants-the north,75 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,28.0,25 to 49,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.335159,-71.103207,uptodate inc,677 Huntington Ave,2115,511210,Software Publishers,51,Information,10.0,10 to 24,Mission Hill,POINT (-71.103207 42.335159),,3,8
42.33617,-71.107132,university of pittsburgh medical,75 Francis St,2115,622110,General Medical and Surgical Hospitals,62,Healthcare and Social Assistance,13.0,10 to 24,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.335678,-71.10424,udn,25 Shattuck St,2115,0,,99,Undefined,0.0,Not Available,Mission Hill,POINT (-71.10424 42.335678),,3,8
42.333385,-71.103052,tremont house of pizza,1590 Tremont St,2120,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Mission Hill,POINT (-71.103052 42.333385),,3,8
42.332113,-71.099582,tremont corp,1508 Tremont St,2120,722310,Food Service Contractors,72,Accommodation and Food Services,45.0,25 to 49,Mission Hill,POINT (-71.099582 42.332113),,3,8
42.332076,-71.097896,tremont & sason llc,1467 Tremont St,2120,238990,All Other Specialty Trade Contractors,23,Construction,0.0,Not Available,Mission Hill,POINT (-71.097896 42.332076),,3,8
42.332476,-71.09819,tobin community center,1481 Tremont St,2120,624110,Child and Youth Services,62,Healthcare and Social Assistance,9.0,1 to 9,Mission Hill,POINT (-71.09819 42.332476),,3,8
42.333089,-71.107474,tka architects,800 Huntington Ave,2115,541310,Architectural Services,54,"Professional, Scientific, and Technical Services",5.0,1 to 9,Mission Hill,POINT (-71.107474 42.333089),,3,8
42.330852,-71.096326,thompson auto shop,30 Terrace St,2120,811111,General Automotive Repair,81,Other Services,2.0,1 to 9,Mission Hill,POINT (-71.096326 42.330852),,3,8
42.333796,-71.104563,tgi friday's,1626 Tremont St,2120,722511,Full-Service Restaurants,72,Accommodation and Food Services,90.0,50 to 99,Mission Hill,POINT (-71.104563 42.333796),,3,8
42.331772,-71.098679,tavern of tales,1478 Tremont St,2120,722410,Drinking Places (Alcoholic Beverages),72,Accommodation and Food Services,25.0,25 to 49,Mission Hill,POINT (-71.098679 42.331772),,3,8
42.332901,-71.101708,sushi today,1562 Tremont St,2120,722511,Full-Service Restaurants,72,Accommodation and Food Services,4.0,1 to 9,Mission Hill,POINT (-71.101708 42.332901),,3,8
42.331578,-71.097599,sunny laundromat,1458 Tremont St,2120,812310,Coin-Operated Laundries and Drycleaners,81,Other Services,1.0,1 to 9,Mission Hill,POINT (-71.097599 42.331578),,3,8
42.333423,-71.103179,sully's barber,1596 Tremont St,2120,812111,Barber Shops,81,Other Services,2.0,1 to 9,Mission Hill,POINT (-71.103179 42.333423),,3,8
42.333216,-71.102571,subway,1578 Tremont St,2120,722511,Full-Service Restaurants,72,Accommodation and Food Services,3.0,1 to 9,Mission Hill,POINT (-71.102571 42.333216),,3,8
42.333569,-71.104126,stop & shop supermarket,1620 Tremont St,2120,445110,Supermarkets and Other Grocery (except Convenience) Stores,44,Retail Trade,90.0,50 to 99,Mission Hill,POINT (-71.104126 42.333569),,3,8
42.333569,-71.104126,stop & shop florist,1620 Tremont St,2120,453110,Florists,45,Retail Trade,3.0,1 to 9,Mission Hill,POINT (-71.104126 42.333569),,3,8
42.332409,-71.111774,star realty group,895 Huntington Ave,2115,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,0.0,Not Available,Mission Hill,POINT (-71.111774 42.332409),,3,8
42.334604,-71.10298,stanhope garage,690 Huntington Ave,2115,812930,Parking Lots and Garages,81,Other Services,2.0,1 to 9,Mission Hill,POINT (-71.10298 42.334604),,3,8
42.336491,-71.102478,standard parking,200 Longwood Ave,2115,812930,Parking Lots and Garages,81,Other Services,10.0,10 to 24,Mission Hill,POINT (-71.102478 42.336491),,3,8
42.332858,-71.101591,spinney insurance agency,1560 Tremont St,2120,524210,Insurance Agencies and Brokerages,52,Finance and Insurance,2.0,1 to 9,Mission Hill,POINT (-71.101591 42.332858),,3,8
42.330473,-71.097454,spanish church of god,738 Parker St,2120,813110,Religious Organizations,81,Other Services,1.0,1 to 9,Mission Hill,POINT (-71.097454 42.330473),,3,8
42.33374,-71.105232,solid ground cafe,742 Huntington Ave,2115,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Mission Hill,POINT (-71.105232 42.33374),,3,8
42.333092,-71.108899,sofia's alteration & cleaners,824 Huntington Ave,2115,812320,Drycleaning and Laundry Services (except Coin-Operated),81,Other Services,1.0,1 to 9,Mission Hill,POINT (-71.108899 42.333092),,3,8
42.332325,-71.100261,sociedad latina inc,1530 Tremont St,2120,561311,Employment Placement Agencies,56,"Adminstrative, Support, Waste Management, and Remediation Services",13.0,10 to 24,Mission Hill,POINT (-71.100261 42.332325),,3,8
42.333288,-71.106218,shp management corp,768 Huntington Ave,2115,0,,99,Undefined,0.0,Not Available,Mission Hill,POINT (-71.106218 42.333288),,3,8
42.333508,-71.103476,shell,1600 Tremont St,2120,447190,Other Gasoline Stations,44,Retail Trade,6.0,1 to 9,Mission Hill,POINT (-71.103476 42.333508),,3,8
42.33617,-71.107132,shahram khoshbin md,75 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,10.0,10 to 24,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.33348,-71.10171,seic inc,1575 Tremont St,2120,813319,Other Social Advocacy Organizations,81,Other Services,9.0,1 to 9,Mission Hill,POINT (-71.10171 42.33348),,3,8
42.335678,-71.10424,secondary field,25 Shattuck St,2115,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",71,"Arts, Entertainment, and Recreation",10.0,10 to 24,Mission Hill,POINT (-71.10424 42.335678),,3,8
42.3336,-71.1055,schoon venture corp,738 Huntington Ave,2115,0,,99,Undefined,0.0,Not Available,Mission Hill,POINT (-71.1055 42.3336),,3,8
42.33617,-71.107132,ruth g passow surgery,75 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,6.0,1 to 9,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.335052,-71.109329,rth mission park realty corp,11 New Whitney St,2115,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,5.0,1 to 9,Mission Hill,POINT (-71.109329 42.335052),,3,8
42.334255,-71.109116,rth mission park inc,2 New Whitney St,2115,712190,Nature Parks and Other Similar Institutions,71,"Arts, Entertainment, and Recreation",13.0,10 to 24,Mission Hill,POINT (-71.109116 42.334255),,3,8
42.333894,-71.105502,rth community housing,1 Fenwood Rd,2115,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,2.0,1 to 9,Mission Hill,POINT (-71.105502 42.333894),,3,8
42.335052,-71.109329,rth community center realty inc,11 New Whitney St,2115,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,5.0,1 to 9,Mission Hill,POINT (-71.109329 42.335052),,3,8
42.330473,-71.097454,roxbury-parker saint church of god,738 Parker St,2120,813110,Religious Organizations,81,Other Services,3.0,1 to 9,Mission Hill,POINT (-71.097454 42.330473),,3,8
42.335052,-71.109329,roxbury tenants of harvard,11 New Whitney St,2115,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,5.0,1 to 9,Mission Hill,POINT (-71.109329 42.335052),,3,8
42.335907,-71.103455,romantique plaza llc,220 Longwood Ave,2115,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),53,Real Estate Rental and Leasing,5.0,1 to 9,Mission Hill,POINT (-71.103455 42.335907),,3,8
42.335052,-71.109329,restoration housing,11 New Whitney St,2115,236118,Residential Remodelers,23,Construction,3.0,1 to 9,Mission Hill,POINT (-71.109329 42.335052),,3,8
42.33617,-71.107132,reproductive endocrinology,75 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,22.0,10 to 24,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.333206,-71.101944,renewal house,1575 Tremont St,2120,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,9.0,1 to 9,Mission Hill,POINT (-71.101944 42.333206),,3,8
42.333182,-71.102476,punjab mini mart inc,1576 Tremont St,2120,445120,Convenience Stores,44,Retail Trade,1.0,1 to 9,Mission Hill,POINT (-71.102476 42.333182),,3,8
42.333414,-71.103179,pudding stone tavern,1592 Tremont St,2120,722410,Drinking Places (Alcoholic Beverages),72,Accommodation and Food Services,8.0,1 to 9,Mission Hill,POINT (-71.103179 42.333414),,3,8
42.335691,-71.101802,program on international health-human,665 Huntington Ave,2115,621999,All Other Miscellaneous Ambulatory Health Care Services,62,Healthcare and Social Assistance,9.0,1 to 9,Mission Hill,POINT (-71.101802 42.335691),,3,8
42.33617,-71.107132,print house,75 Francis St,2115,323111,Commercial Printing (except Screen and Books),32,Manufacturing,2.0,1 to 9,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.33243,-71.100533,president & fellows,1542 Tremont St,2120,624190,Other Individual and Family Services,62,Healthcare and Social Assistance,7.0,1 to 9,Mission Hill,POINT (-71.100533 42.33243),,3,8
42.33482,-71.10232,premier boston realty,144 Smith St,2120,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,5.0,1 to 9,Mission Hill,POINT (-71.10232 42.33482),,3,8
42.335142,-71.100581,powermix music productions,650 Huntington Ave,2115,451140,Musical Instrument and Supplies Stores,45,Retail Trade,3.0,1 to 9,Mission Hill,POINT (-71.100581 42.335142),,3,8
42.33215,-71.09971,plexus properties,1518 Tremont St,2120,531210,Offices of Real Estate Agents and Brokers,53,Real Estate Rental and Leasing,5.0,1 to 9,Mission Hill,POINT (-71.09971 42.33215),,3,8
42.33617,-71.107132,phyllis jen center for primary care,75 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,180.0,100+,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.336124,-71.107483,performing arts occupational,45 Francis St,2115,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",62,Healthcare and Social Assistance,1.0,1 to 9,Mission Hill,POINT (-71.107483 42.336124),,3,8
42.334117,-71.105319,penguin pizza,735 Huntington Ave,2115,722511,Full-Service Restaurants,72,Accommodation and Food Services,5.0,1 to 9,Mission Hill,POINT (-71.105319 42.334117),,3,8
42.33617,-71.107132,pathology department,75 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,5.0,1 to 9,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.333569,-71.104126,pathology administration,1620 Tremont St,2120,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,10.0,10 to 24,Mission Hill,POINT (-71.104126 42.333569),,3,8
42.335653,-71.10609,pat's place,15 Francis St,2115,722511,Full-Service Restaurants,72,Accommodation and Food Services,5.0,1 to 9,Mission Hill,POINT (-71.10609 42.335653),,3,8
42.335691,-71.101802,partners medical international inc,665 Huntington Ave,2115,561110,Office Administrative Services,56,"Adminstrative, Support, Waste Management, and Remediation Services",5.0,1 to 9,Mission Hill,POINT (-71.101802 42.335691),,3,8
42.335653,-71.10609,partners healthcare system inc,15 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,25.0,25 to 49,Mission Hill,POINT (-71.10609 42.335653),,3,8
42.336124,-71.107483,partners healthcare system inc,45 Francis St,2115,621111,Offices of Physicians (except Mental Health Specialists),62,Healthcare and Social Assistance,30.0,25 to 49,Mission Hill,POINT (-71.107483 42.336124),,3,8
42.33617,-71.107132,partners healthcare system inc,75 Francis St,2115,621999,All Other Miscellaneous Ambulatory Health Care Services,62,Healthcare and Social Assistance,10.0,10 to 24,Mission Hill,POINT (-71.107132 42.33617),,3,8
42.333853,-71.103971,partners healthcare system inc,1620 Tremont St,2120,621999,All Other Miscellaneous Ambulatory Health Care Services,62,Healthcare and Social Assistance,23.0,10 to 24,Mission Hill,POINT (-71.103971 42.333853),,3,8
42.332025,-71.097807,parker hill public library,1497 Tremont St,2120,519120,Libraries and Archives,51,Information,4.0,1 to 9,Mission Hill,POINT (-71.097807 42.332025),,3,8
42.334825,-71.102384,papa's pizza co,682 Huntington Ave,2115,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Mission Hill,POINT (-71.102384 42.334825),,3,8
42.33482,-71.10232,papa's pizza co,144 Smith St,2120,722511,Full-Service Restaurants,72,Accommodation and Food Services,8.0,1 to 9,Mission Hill,POINT (-71.10232 42.33482),,3,8
42.333146,-71.100355,our lady of perpetual help,1545 Tremont St,2120,813110,Religious Organizations,81,Other Services,11.0,10 to 24,Mission Hill,POINT (-71.100355 42.333146),,3,8
42.3336,-71.1055,odb liquor,732 Huntington Ave,2115,445310,"Beer, Wine, and Liquor Stores",44,Retail Trade,4.0,1 to 9,Mission Hill,POINT (-71.1055 42.3336),,3,8
42.335159,-71.103207,nutrition source,677 Huntington Ave,2115,621399,Offices of All Other Miscellaneous Health Practitioners,62,Healthcare and Social Assistance,5.0,1 to 9,Mission Hill,POINT (-71.103207 42.335159),,3,8
42.336124,-71.107483,nutrition consultation service,45 Francis St,2115,621399,Offices of All Other Miscellaneous Health Practitioners,62,Healthcare and Social Assistance,9.0,1 to 9,Mission Hill,POINT (-71.107483 42.336124),,3,8
